@churn reason,@customers/revenue,@Lost/gain,@service_type,@symbol,@symcol survey,@Tree tooltip,Age,Age (bin),Age (group),Button_count,Button_revenue,Churn Category,Churn Reason,City,Contract,Customer ID,Customer Status,Customer Status (group),Device Protection Plan,dispaly,dispaly 2,dummy,Gender,Internet Service,Internet Type,Married,Monthly Charge (group),Multiple Lines,Offer,Online Backup,Online Security,Paperless Billing,Payment Method,Phone Service,Premium Tech Support,state,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months (bin),Unlimited Data,value,Zip Code,@ total revenue,@1.avg purchase value,@2.APFR,@3.Avg CV,@4.ACL,@5.CLTV,@churn  revenue label,@Churned revenue,@churned_revenure,@joined revenue label,@joined&stayed_revenure,@monthly charge LTV,@new customer,#NAME?,@tenure_LTV,@Total Revenue in 1-year,Avg monthly charge,Avg Monthly GB Download,Avg Monthly Long Distance Charges,Avg Revenue per month,Latitude,Longitude,min,Monthly charg_cal,Monthly Charge,Number of Dependents,Number of Referrals,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,zero
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,Fremont,One Year,0068-FIGTF,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$75 to < $90,No,Offer C,Yes,No,No,Credit Card,Yes,Yes,California,Yes,Yes,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,94539,0.00339952,76.99814815,12,923.9777778,2.25,2078.95,,,,,3399.52,76.99814815,0,3399.52,12,923.9777778,125.9081481,59,48.91,125.9081481,37.516791,-121.899117,-1,76.99814815,78.2,0,0,27,2078.95,0,1320.57,0,3399.52,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,31,24,25-34,TRUE,FALSE,,,Santa Rosa,Two Year,0071-NDAFP,Stayed,Joined & Stayed,,count,Joined & Stayed,dummy,Male,No,No Internet,Married,$15 to < $30,Yes,None,,,No,Credit Card,Yes,,California,,,,2 to <3,,Low Monthly charge & Shorter Tenure,95405,0.00117843,25.224,12,302.688,2.083333333,630.6,,,,,1178.43,25.224,0,1178.43,12,302.688,47.1372,,23.69,47.1372,38.439696,-122.668817,-1,25.224,25.5,3,1,25,630.6,0,592.25,44.42,1178.43,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,46,40,45-54,TRUE,FALSE,,,San Jose,One Year,0074-HDKDG,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$60 to < $75,No,None,Yes,Yes,Yes,Bank Withdrawal,Yes,No,California,No,No,No,2 to <3,Yes,Low Monthly charge & Shorter Tenure,95126,0.00172735,64.44,12,773.28,2.083333333,1611,,,,,1727.35,64.44,0,1727.35,12,773.28,69.094,19,6.45,69.094,37.327069,-121.916819,-1,64.44,61.6,0,5,25,1611,0,161.25,44.9,1727.35,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,57,56,55-64,TRUE,FALSE,,,Tujunga,Month to Month,0076-LVEPS,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$45 to < $60,,None,Yes,Yes,Yes,Credit Card,No,Yes,California,No,No,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,91042,0.00123019,42.84310345,12,514.1172414,2.416666667,1242.45,,,,,1230.19,42.84310345,0,1230.19,12,514.1172414,42.42034483,21,,42.42034483,34.296574,-118.244839,-1,42.84310345,45,1,0,29,1242.45,0,0,12.26,1230.19,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,19,16,<25,TRUE,FALSE,,,Visalia,Two Year,0078-XZMHT,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$75 to < $90,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,6 & more,Yes,Low Monthly charge & Longer Tenure,93291,0.00864612,87.725,12,1052.7,6,6316.2,,,,,8646.12,87.725,0,8646.12,12,1052.7,120.085,52,32.36,120.085,36.391777,-119.372842,-1,87.725,85.15,0,5,72,6316.2,0,2329.92,0,8646.12,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,64,64,55-64,TRUE,FALSE,,,Lodi,One Year,0080-EMYVY,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Not married,$45 to < $60,No,None,Yes,No,No,Credit Card,Yes,No,California,No,No,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,95240,0.00106441,51.98928571,12,623.8714286,1.166666667,727.85,,,,,1064.41,51.98928571,0,1064.41,12,623.8714286,76.02928571,12,24.04,76.02928571,38.123544,-121.159078,-1,51.98928571,51.45,0,0,14,727.85,0,336.56,0,1064.41,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,38,32,35-44,TRUE,FALSE,,,El Portal,One Year,0080-OROZO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,$90 to < $105,No,Offer C,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Longer Tenure,95318,0.0048067,100.9142857,12,1210.971429,2.916666667,3532,,,,,4806.7,100.9142857,0,4806.7,12,1210.971429,137.3342857,2,36.42,137.3342857,37.654551,-119.822984,-1,100.9142857,99.25,0,0,35,3532,0,1274.7,0,4806.7,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,54,48,45-54,TRUE,FALSE,,,Calistoga,Month to Month,0082-LDZUE,Joined,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$30 to < $45,No,Offer E,No,No,Yes,Credit Card,Yes,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,94515,8.73E-05,44.3,1,44.3,0.083333333,3.691666667,,,,,87.25,44.3,1,87.25,1,44.3,87.25,9,42.95,87.25,38.629618,-122.593216,-1,44.3,44.3,0,0,1,44.3,0,42.95,0,87.25,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,50,48,45-54,TRUE,FALSE,,,Farmington,Month to Month,0082-OQIQY,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Not married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,2 to <3,No,Low Monthly charge & Longer Tenure,95230,0.00268705,89.91724138,12,1079.006897,2.416666667,2607.6,,,,,2687.05,89.91724138,0,2687.05,12,1079.006897,92.65689655,17,2.05,92.65689655,37.956963,-120.863055,-1,89.91724138,94.2,0,0,29,2607.6,20,59.45,0,2687.05,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,25,24,25-34,TRUE,FALSE,,,Tulelake,One Year,0083-PIVIK,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$75 to < $90,Yes,None,Yes,Yes,No,Bank Withdrawal,Yes,Yes,California,No,No,Yes,5 to <6,No,Low Monthly charge & Longer Tenure,96134,0.00595891,86.99296875,12,1043.915625,5.333333333,5567.55,,,,,5958.91,86.99296875,0,5958.91,12,1043.915625,93.10796875,69,5.49,93.10796875,41.813521,-121.492666,-1,86.99296875,81.25,0,0,64,5567.55,40,351.36,0,5958.91,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,35,32,35-44,TRUE,FALSE,,,Coleville,Month to Month,0089-IIQKO,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,No,No,Yes,Credit Card,Yes,Yes,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,96107,0.00471822,96.6,12,1159.2,3.25,3767.4,,,,,4718.22,96.6,0,4718.22,12,1159.2,120.98,53,24.38,120.98,38.42528,-119.475741,-1,96.6,99.95,3,1,39,3767.4,0,950.82,0,4718.22,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,72,72,65>,TRUE,FALSE,,,Ojai,Two Year,0093-EXYQL,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,3 to <4,Yes,Low Monthly charge & Longer Tenure,93023,0.0054392,91.84,12,1102.08,3.333333333,3673.6,,,,,5439.2,91.84,0,5439.2,12,1102.08,135.98,23,44.14,135.98,34.581308,-118.931948,-1,91.84,91.55,0,0,40,3673.6,0,1765.6,0,5439.2,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,51,48,45-54,TRUE,FALSE,Competitor,Competitor had better devices,Desert Hot Springs,Month to Month,0093-XWZFY,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Not married,$90 to < $105,Yes,None,Yes,No,Yes,Credit Card,Yes,No,California,Yes,Yes,Yes,3 to <4,Yes,High Monthly charge & Longer Tenure,92241,0.00554445,100.92125,12,1211.055,3.333333333,4036.85,,$0.01M,5544.45,,,100.92125,0,,12,1211.055,138.61125,15,37.69,138.61125,33.832799,-116.250973,-1,100.92125,104.5,0,0,40,4036.85,0,1507.6,0,5544.45,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,78,72,65>,TRUE,FALSE,Dissatisfaction,Product dissatisfaction,North Hollywood,Month to Month,0094-OIFMO,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,$90 to < $105,No,Offer D,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,<1,No,High Monthly charge & Shorter Tenure,91605,0.00136779,101.8454545,11,1120.3,0.916666667,1026.941667,,$0.00M,1367.79,,,101.8454545,0,,11,1120.3,124.3445455,29,11.59,124.3445455,34.207295,-118.400022,-1,101.8454545,95,1,0,11,1120.3,120,127.49,0,1367.79,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,30,24,25-34,TRUE,FALSE,,,Inverness,Month to Month,0096-BXERS,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$45 to < $60,Yes,Offer E,No,No,No,Bank Withdrawal,Yes,No,California,No,No,No,<1,Yes,Low Monthly charge & Shorter Tenure,94937,0.00057051,52.425,6,314.55,0.5,157.275,,,,,570.51,52.425,1,570.51,6,314.55,95.085,85,42.66,95.085,38.099323,-122.945723,-1,52.425,50.35,0,10,6,314.55,0,255.96,0,570.51,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,58,56,55-64,TRUE,FALSE,,,Santa Rosa,Month to Month,0096-FCPUF,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$60 to < $75,Yes,None,No,Yes,Yes,Mailed Check,Yes,No,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,95404,0.00196765,62.94833333,12,755.38,2.5,1888.45,,,,,1967.65,62.94833333,0,1967.65,12,755.38,65.58833333,15,2.64,65.58833333,38.526941,-122.709096,-1,62.94833333,64.5,0,0,30,1888.45,0,79.2,0,1967.65,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,26,24,25-34,TRUE,FALSE,,,San Jose,Month to Month,0098-BOWSO,Stayed,Joined & Stayed,,count,Joined & Stayed,dummy,Male,No,No Internet,Not married,$15 to < $30,No,None,,,Yes,Bank Withdrawal,Yes,,California,,,,2 to <3,,Low Monthly charge & Longer Tenure,95131,0.00108762,19.62222222,12,235.4666667,2.25,529.8,,,,,1087.62,19.62222222,0,1087.62,12,235.4666667,40.28222222,,20.66,40.28222222,37.387027,-121.897775,-1,19.62222222,19.4,0,0,27,529.8,0,557.82,0,1087.62,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,66,64,65>,TRUE,FALSE,,,Wilmington,One Year,0100-DUVFC,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,No,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,90744,0.01006714,104.4135714,12,1252.962857,5.833333333,7308.95,,,,,10067.14,104.4135714,0,10067.14,12,1252.962857,143.8162857,28,39.49,143.8162857,33.782068,-118.262263,-1,104.4135714,104.8,0,3,70,7308.95,0,2764.3,6.11,10067.14,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,20,16,<25,TRUE,FALSE,,,Modesto,One Year,0103-CSITQ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer B,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,High Monthly charge & Longer Tenure,95357,0.00670927,109.6964912,12,1316.357895,4.75,6252.7,,,,,6709.27,109.6964912,0,6709.27,12,1316.357895,117.7064912,73,8.01,117.7064912,37.670526,-120.877572,-1,109.6964912,109.4,0,10,57,6252.7,0,456.57,0,6709.27,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,61,56,55-64,TRUE,FALSE,,,San Diego,One Year,0104-PPXDV,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$45 to < $60,No,None,No,No,No,Credit Card,Yes,No,California,No,No,No,4-<5,Yes,Low Monthly charge & Longer Tenure,92113,0.00393378,49.63017241,12,595.562069,4.833333333,2878.55,,,,,3933.78,49.63017241,0,3933.78,12,595.562069,67.8237931,18,18.37,67.8237931,32.697098,-117.116587,-1,49.63017241,50.3,0,10,58,2878.55,0,1065.46,10.23,3933.78,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,24,24,<25,TRUE,FALSE,,,Rancho Palos Verdes,Month to Month,0106-GHRQR,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$60 to < $75,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,No,1 to <2,Yes,Low Monthly charge & Shorter Tenure,90275,0.00162346,75.75625,12,909.075,1.333333333,1212.1,,,,,1623.46,75.75625,0,1623.46,12,909.075,101.46625,48,25.71,101.46625,33.753146,-118.367459,-1,75.75625,71.4,0,0,16,1212.1,0,411.36,0,1623.46,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,,,Kenwood,Two Year,0106-UGRDO,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Married,>= $105,Yes,Offer A,Yes,Yes,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,High Monthly charge & Longer Tenure,95452,0.01084073,118.592029,12,1423.104348,5.75,8182.85,,,,,10840.73,118.592029,0,10840.73,12,1423.104348,157.112029,27,38.52,157.112029,38.419525,-122.521585,-1,118.592029,116,0,3,69,8182.85,0,2657.88,0,10840.73,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,32,32,25-34,TRUE,FALSE,Attitude,Attitude of support person,West Point,Month to Month,0107-WESLM,Churned,Churned,,count,Joined & Stayed,dummy,Male,No,No Internet,Not married,$15 to < $30,No,Offer E,,,Yes,Bank Withdrawal,Yes,,California,,,,<1,,Low Monthly charge & Shorter Tenure,95255,5.16E-05,19.85,1,19.85,0.083333333,1.654166667,,$0.00M,51.62,,,19.85,0,,1,19.85,51.62,,31.77,51.62,38.41935,-120.469545,-1,19.85,19.85,0,0,1,19.85,0,31.77,0,51.62,0
Competitor had better devices,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,59,56,55-64,TRUE,FALSE,Competitor,Competitor had better devices,Los Angeles,Month to Month,0107-YHINA,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Not married,$90 to < $105,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,<1,Yes,High Monthly charge & Shorter Tenure,90062,0.00014046,99.75,1,99.75,0.083333333,8.3125,,$0.00M,140.46,,,99.75,0,,1,99.75,140.46,25,40.71,140.46,34.003553,-118.308933,-1,99.75,99.75,0,0,1,99.75,0,40.71,0,140.46,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,,,Morongo Valley,One Year,0111-KLBQG,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,Offer C,Yes,No,Yes,Mailed Check,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,92256,0.00388097,89.4203125,12,1073.04375,2.666666667,2861.45,,,,,3880.97,89.4203125,0,3880.97,12,1073.04375,121.2803125,23,31.86,121.2803125,34.097863,-116.594561,-1,89.4203125,93.95,1,9,32,2861.45,0,1019.52,0,3880.97,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,49,48,45-54,TRUE,FALSE,,,Palo Verde,Month to Month,0112-QAWRZ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,Yes,Offer D,No,No,Yes,Bank Withdrawal,Yes,No,California,No,No,Yes,1 to <2,Yes,Low Monthly charge & Shorter Tenure,92266,0.00222156,90.1375,12,1081.65,1.333333333,1442.2,,,,,2221.56,90.1375,0,2221.56,12,1081.65,138.8475,12,48.71,138.8475,33.3249,-114.758334,-1,90.1375,90.8,2,8,16,1442.2,0,779.36,0,2221.56,0
Competitor offered higher download speeds,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,61,56,55-64,TRUE,FALSE,Competitor,Competitor offered higher download speeds,Valyermo,One Year,0112-QWPNC,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Cable,Married,$75 to < $90,Yes,Offer B,No,Yes,No,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,4-<5,Yes,Low Monthly charge & Longer Tenure,93563,0.0059973,82.84387755,12,994.1265306,4.083333333,4059.35,,$0.01M,5997.3,,,82.84387755,0,,12,994.1265306,122.3938776,10,39.55,122.3938776,34.39583,-117.734568,-1,82.84387755,84.35,0,1,49,4059.35,0,1937.95,0,5997.3,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,40,40,35-44,TRUE,FALSE,,,Cambria,Two Year,0114-IGABW,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Cable,Married,$45 to < $60,,Offer A,Yes,No,No,Bank Withdrawal,No,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,93428,0.0041459,58.39295775,12,700.715493,5.916666667,4145.9,,,,,4145.9,58.39295775,0,4145.9,12,700.715493,58.39295775,29,,58.39295775,35.591387,-121.032256,-1,58.39295775,58.25,0,2,71,4145.9,0,0,0,4145.9,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,39,32,35-44,TRUE,FALSE,,,Round Mountain,Month to Month,0114-PEGZZ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,>= $105,Yes,None,Yes,No,No,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,2 to <3,Yes,High Monthly charge & Longer Tenure,96084,0.00528527,110.469697,12,1325.636364,2.75,3645.5,,,,,5285.27,110.469697,0,5285.27,12,1325.636364,160.159697,12,49.69,160.159697,40.923558,-122.059933,-1,110.469697,107.55,0,0,33,3645.5,0,1639.77,0,5285.27,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,21,16,<25,TRUE,FALSE,,,Klamath,Month to Month,0114-RSRRW,Stayed,Joined & Stayed,,count,Joined & Stayed,dummy,Female,No,No Internet,Married,$15 to < $30,No,Offer D,,,Yes,Bank Withdrawal,Yes,,California,,,,<1,,Low Monthly charge & Shorter Tenure,95548,0.00068375,18.775,10,187.75,0.833333333,156.4583333,,,,,683.75,18.775,1,683.75,10,187.75,68.375,,49.6,68.375,41.572813,-124.035011,-1,18.775,19.95,0,9,10,187.75,0,496,0,683.75,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,24,24,<25,TRUE,FALSE,Attitude,Attitude of service provider,Fresno,Month to Month,0115-TFERT,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,>= $105,Yes,None,Yes,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,1 to <2,No,High Monthly charge & Shorter Tenure,93650,0.00319856,110.3380952,12,1324.057143,1.75,2317.1,,$0.00M,3198.56,,,110.3380952,0,,12,1324.057143,152.312381,59,36.26,152.312381,36.841655,-119.797113,-1,110.3380952,111.2,0,1,21,2317.1,120,761.46,0,3198.56,0
Competitor offered more data,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,52,48,45-54,TRUE,FALSE,Competitor,Competitor offered more data,Angwin,Month to Month,0117-LFRMW,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,DSL,Married,$30 to < $45,,None,Yes,Yes,No,Bank Withdrawal,No,No,California,No,No,No,3 to <4,Yes,Low Monthly charge & Longer Tenure,94508,0.0014488,39.15675676,12,469.8810811,3.083333333,1448.8,,$0.00M,1448.8,,,39.15675676,0,,12,469.8810811,39.15675676,23,,39.15675676,38.542448,-122.419923,-1,39.15675676,40.2,1,1,37,1448.8,0,0,0,1448.8,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,71,64,65>,TRUE,FALSE,,,Le Grand,Month to Month,0118-JPNOY,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,$75 to < $90,No,None,No,Yes,Yes,Credit Card,Yes,No,California,No,No,Yes,2 to <3,Yes,Low Monthly charge & Longer Tenure,95333,0.00307089,84.37115385,12,1012.453846,2.166666667,2193.65,,,,,3070.89,84.37115385,0,3070.89,12,1012.453846,118.1111538,7,33.74,118.1111538,37.249377,-120.249581,-1,84.37115385,85.8,0,0,26,2193.65,0,877.24,0,3070.89,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,45,40,45-54,TRUE,FALSE,,,Redway,One Year,0121-SNYRK,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,DSL,Not married,$30 to < $45,,Offer B,No,Yes,Yes,Credit Card,No,Yes,California,No,No,No,4-<5,Yes,Low Monthly charge & Longer Tenure,95560,0.0017489,34.978,12,419.736,4.166666667,1748.9,,,,,1748.9,34.978,0,1748.9,12,419.736,34.978,7,,34.978,40.142256,-123.852927,-1,34.978,35.4,0,0,50,1748.9,0,0,0,1748.9,0
Competitor made better offer,# Of Churned Customers,Lost,,►,▼,Total Churned Customers,29,24,25-34,TRUE,FALSE,Competitor,Competitor made better offer,San Diego,Month to Month,0122-OAHPZ,Churned,Churned,No,count,Joined & Stayed,dummy,Female,Yes,Fiber Optic,Not married,$60 to < $75,Yes,None,No,No,Yes,Bank Withdrawal,Yes,No,California,No,Yes,No,<1,Yes,Low Monthly charge & Shorter Tenure,92122,0.00069856,73.03571429,7,511.25,0.583333333,298.2291667,,$0.00M,698.56,,,73.03571429,0,,7,511.25,99.79428571,26,28.62,99.79428571,32.85723,-117.209774,-1,73.03571429,73.85,0,0,7,511.25,0,200.34,13.03,698.56,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,62,56,55-64,TRUE,FALSE,,,Monterey Park,Two Year,0123-CRBRT,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Female,Yes,DSL,Married,$75 to < $90,Yes,Offer B,Yes,Yes,No,Mailed Check,Yes,Yes,California,Yes,Yes,Yes,5 to <6,Yes,Low Monthly charge & Longer Tenure,91755,0.00840534,90.60245902,12,1087.229508,5.083333333,5526.75,,,,,8405.34,90.60245902,0,8405.34,12,1087.229508,137.792459,28,47.19,137.792459,34.049172,-118.115022,-1,90.60245902,88.1,0,1,61,5526.75,0,2878.59,0,8405.34,0
,# Of Churned Customers,Lost,,►,►,Total Churned Customers,42,40,35-44,TRUE,FALSE,Attitude,Attitude of service provider,Big Oak Flat,Month to Month,0125-LZQXK,Churned,Churned,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Not married,$90 to < $105,No,Offer D,No,No,Yes,Bank Withdrawal,Yes,Yes,California,Yes,Yes,Yes,1 to <2,Yes,High Monthly charge & Shorter Tenure,95305,0.00224275,103.5966667,12,1243.16,1.25,1553.95,,$0.00M,2242.75,,,103.5966667,0,,12,1243.16,149.5166667,12,45.92,149.5166667,37.818589,-120.256995,-1,103.5966667,101.35,0,0,15,1553.95,0,688.8,0,2242.75,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,51,48,45-54,TRUE,FALSE,,,Stevenson Ranch,Month to Month,0128-MKWSG,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Female,Yes,DSL,Not married,$45 to < $60,,None,No,Yes,No,Credit Card,No,Yes,California,Yes,Yes,No,2 to <3,Yes,Low Monthly charge & Longer Tenure,91381,0.001147,44.11538462,12,529.3846154,2.166666667,1147,,,,,1147,44.11538462,0,1147,12,529.3846154,44.11538462,19,,44.11538462,34.364153,-118.615583,-1,44.11538462,45.8,2,0,26,1147,0,0,0,1147,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,39,32,35-44,TRUE,FALSE,,,North Highlands,Month to Month,0129-KPTWJ,Stayed,Joined & Stayed,Yes,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Married,$90 to < $105,No,None,No,No,Yes,Bank Withdrawal,Yes,No,California,Yes,Yes,Yes,6 & more,Yes,High Monthly charge & Longer Tenure,95660,0.00913919,93.71319444,12,1124.558333,6,6747.35,,,,,9139.19,93.71319444,0,9139.19,12,1124.558333,126.9331944,23,33.22,126.9331944,38.671295,-121.388251,-1,93.71319444,94.65,0,9,72,6747.35,0,2391.84,0,9139.19,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,64,64,55-64,TRUE,FALSE,,,La Puente,One Year,0129-QMPDR,Stayed,Joined & Stayed,,count,Joined & Stayed,dummy,Male,No,No Internet,Married,$15 to < $30,No,None,,,Yes,Bank Withdrawal,Yes,,California,,,,3 to <4,,Low Monthly charge & Longer Tenure,91746,0.00207065,19.66022727,12,235.9227273,3.666666667,865.05,,,,,2070.65,19.66022727,0,2070.65,12,235.9227273,47.06022727,,27.4,47.06022727,34.038983,-117.991372,-1,19.66022727,20.5,0,1,44,865.05,0,1205.6,0,2070.65,0
,# Of Churned Customers,Earned,,►,►,Total Churned Customers,55,48,55-64,TRUE,FALSE,,,Glenhaven,Month to Month,0130-SXOUN,Stayed,Joined & Stayed,No,count,Joined & Stayed,dummy,Male,Yes,Fiber Optic,Not married,$75 to < $90,Yes,Offer A,Yes,No,No,Credit Card,Yes,No,California,Yes,Yes,No,5 to <6,No,Low Monthly charge & Longer Tenure,95443,0.00920036,90.55909091,12,1086.709091,5.5,5976.9,,,,,9200.36,90.55909091,0,9200.36,12,1086.709091,139.3993939,8,48.78,139.3993939,39.045246,-122.743181,-1,90.55909091,89.4,0,0,66,5976.9,40,3219.48,36.02,9200.36,0
